a,a,a,a,a,a,a,a,a,a,a,a,a,a
-1,0.474358974,-1,-2,0,0,0,0.210526316,-1,-13,0,-1,0,1
-1,0.08974359,-2,-2,0,0,0,0.263157895,-1,-99,0.888888889,-2,0,1
-1,0.371794872,-1,-3,0,0,0,0.052631579,-2,-32,0,-1,1,0
-1,0.115384615,-2,-4,0,0,0,0.026315789,-2,-25,0.111111111,-1,0,0
-1,0.153846154,-2,-2,0,0,0,0.342105263,-1,-148,1,-2,0,1
-1,0.076923077,-3,-2,0,0,0.176470588,0.105263158,-1,-13,0.444444444,-3,0,1
-1,0.384615385,-1,-3,0,0,0,0.052631579,-1,-34,0,-1,1,1
-1,0.346153846,-1,-3,0,0,0,0,-1,-12,0.555555556,-3,1,1
-1,0.102564103,-2,-2,0,0,0,0.052631579,-2,-27,0.444444444,-3,0,0
-2,0.307692308,-2,-3,0,0,0,0,-2,-32,0.111111111,-1,1,0
-1,0.205128205,-2,-2,0,0,0,0.026315789,-2,-6,0.111111111,-1,0,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-58,0.333333333,-1,0,1
-2,0.653846154,-1,-3,0,0,0,0.052631579,-2,-79,0,-1,1,0
-1,0.076923077,-3,-3,0,0,0.058823529,0.131578947,-1,-5,0.444444444,-3,1,1
-1,0.346153846,-1,-2,0,0,0,0.026315789,-2,-58,0,-1,0,0
-1,0.128205128,-2,-2,0,0,0,0.078947368,-2,-25,0.888888889,-2,0,0
-1,0.08974359,-2,-2,0,0.230769231,0.058823529,0.210526316,-2,-6,0.777777778,-2,0,1
-1,0.435897436,-1,-2,0,0,0,0.052631579,-2,-84,0,-1,0,0
-1,0.153846154,-2,-3,0,0,0,0,-1,-46,0,-1,1,0
-2,0.102564103,-2,-4,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.205128205,-2,-1,0,0,0,0,-1,-221,0.111111111,-1,0,1
-1,0.179487179,-2,-3,0,0.076923077,0,0.131578947,-1,-5,0.666666667,-3,1,1
-1,0.371794872,-1,-3,0,0,0,0.289473684,-1,-12,0.333333333,-1,1,0
-1,0.256410256,-2,-2,0,0,0,0.052631579,-2,-27,0.333333333,-1,0,1
-1,0.179487179,-2,-2,0,0,0,0.052631579,-1,-5,1,-2,0,0
-1,0.064102564,-3,-2,0,0.153846154,0.117647059,0.105263158,-1,-10,0.666666667,-3,0,1
-1,0.153846154,-2,-4,0,0,0,0,-2,-84,0,-1,0,0
-1,0.525641026,-1,-2,0,0,0,0.236842105,-1,-66,0.888888889,-2,0,1
-1,0.076923077,-3,-3,0,0,0,0.131578947,-1,-5,0.666666667,-3,1,1
-2,0.051282051,-3,-2,0,0,0,0,-1,-86,0.555555556,-3,0,0
-1,0.217948718,-2,-2,0,0,0,0.157894737,-1,-5,0.222222222,-1,0,0
-1,0.076923077,-3,-2,0,0,0,0,-1,-31,0.666666667,-3,0,1
-1,0.217948718,-2,-2,0,0,0,0.026315789,-2,-6,0.555555556,-3,0,0
-1,0.08974359,-2,-2,0,0,0,0.052631579,-1,-12,0.555555556,-3,0,0
-1,0.512820513,-1,-3,0,0,0,0.078947368,-2,-222,0.111111111,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.184210526,-1,-13,0.333333333,-1,0,1
-1,0.076923077,-3,-2,0,0,0.058823529,0.157894737,-1,-101,0.888888889,-2,0,1
-1,0.192307692,-2,-3,0,0,0,0.052631579,-2,-32,0.111111111,-1,1,0
-1,0.333333333,-2,-3,0,0,0,0.105263158,-1,-13,0.222222222,-1,1,0
-1,0.153846154,-2,-2,0,0,0,0.078947368,-1,-12,0.444444444,-3,0,0
-2,0.269230769,-2,-4,0,0,0,0.052631579,-1,-5,0.111111111,-1,0,0
-1,0.128205128,-2,-3,0,0,0,0,-1,-57,0.222222222,-1,1,0
-1,0.205128205,-2,-2,0,0,0,0.026315789,-1,-249,0.111111111,-1,0,0
-1,0.102564103,-2,-2,0,0,0,0.026315789,-1,-5,0.777777778,-2,0,1
-1,0.064102564,-3,-2,0,0,0,0,-1,-21,0.111111111,-1,0,0
-1,0.141025641,-2,-3,0,0,0.058823529,0.289473684,-1,-3,0.777777778,-2,1,1
-1,0.166666667,-2,-2,0,0,0,0,-2,-6,0.333333333,-1,0,0
-1,0.256410256,-2,-1,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.153846154,-2,-2,0,0,0,0.368421053,-1,-5,0.777777778,-2,0,1
-1,0.038461538,-3,-3,0,0,0,0.052631579,-1,-12,0.333333333,-1,1,1
-1,0.333333333,-2,-2,0,0,0,0,-1,-11,0,-1,0,0
-1,0.435897436,-1,-2,0,0,0,0,-1,-46,0,-1,0,0
-1,0.153846154,-2,-2,0,0,0,0.157894737,-1,-12,0.444444444,-3,0,1
-1,0.166666667,-2,-2,0,0,0,0.236842105,-1,-41,0.777777778,-2,0,1
-2,0.038461538,-3,-2,0,0.076923077,0,0.052631579,-1,-150,0.555555556,-3,0,0
-1,0.756410256,-1,-3,0,0,0,0.026315789,-2,-84,0,-1,1,0
-1,0.551282051,-1,-3,0,0,0,0.105263158,-1,-31,0.555555556,-3,1,0
-2,0.294871795,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-2,0.076923077,-3,-3,0,0,0,0,-2,-6,0.444444444,-3,1,0
-2,0.205128205,-2,-2,0,0,0,0.131578947,-1,-5,0.222222222,-1,0,0
-1,0.205128205,-2,-3,0,0,0,0.078947368,-1,-5,0.111111111,-1,1,1
-1,0.115384615,-2,-4,0,0,0,0.026315789,-1,-10,0.222222222,-1,0,0
-1,0.08974359,-2,-2,0,0,0.117647059,0.157894737,-2,-130,0.666666667,-3,0,1
-1,0.153846154,-2,-2,0,0,0,0.026315789,-1,-212,0,-1,0,0
-1,0.525641026,-1,-4,0,0,0,0,-1,-31,0,-1,0,0
-1,0.474358974,-1,-3,0,0,0,0.026315789,-1,-12,0,-1,1,1
-2,0.051282051,-3,-2,0,0.076923077,0,0.026315789,-2,-125,0.555555556,-3,0,0
-1,0.179487179,-2,-3,0,0,0,0,-1,-15,0.555555556,-3,1,1
-1,0.448717949,-1,-2,0,0,0,0.131578947,-2,-59,0.111111111,-1,0,0
-1,0.41025641,-1,-3,0,0,0,0.026315789,-2,-6,0.111111111,-1,1,0
-1,0.102564103,-2,-1,0,0,0,0.026315789,-1,-21,0.333333333,-1,0,1
-1,0.038461538,-3,-4,0,0,0.058823529,0.052631579,-1,-375,0.444444444,-3,0,1
-1,0.230769231,-2,-2,0,0,0,0.184210526,-1,-2,0.555555556,-3,0,1
-1,0.217948718,-2,-2,0,0,0,0.421052632,-1,-5,0.777777778,-2,0,1
-2,0.08974359,-2,-3,0,0,0,0,-2,-6,0.222222222,-1,1,0
-2,0.166666667,-2,-3,0,0,0,0.052631579,-2,-63,0.555555556,-3,1,0
-2,0.102564103,-2,-2,0,0,0,0.026315789,-1,-12,0.444444444,-3,0,0
-1,0.08974359,-2,-3,0,0,0,0,-2,-84,0.111111111,-1,1,0
-1,0.179487179,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-1,0.282051282,-2,-3,0,0,0,0.131578947,-1,-21,0.222222222,-1,1,0
-1,0.217948718,-2,-2,0,0,0,0,-1,-398,0.222222222,-1,0,0
-1,0.192307692,-2,-2,0,0,0,0.315789474,-1,-22,0.888888889,-2,0,1
-1,0.230769231,-2,-6,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.153846154,-2,-3,0,0,0,0.052631579,-1,-3,0.111111111,-1,1,0
-1,0.153846154,-2,-2,0,0,0,0,-1,-3,0.333333333,-1,0,0
-1,0.294871795,-2,-2,0,0,0,0.5,-1,-5,0.777777778,-2,0,0
-2,0.038461538,-3,-3,0,0,0,0.026315789,-2,-6,0.666666667,-3,1,0
-2,0.141025641,-2,-3,0,0,0,0,-1,-3,0.666666667,-3,1,0
-1,0.179487179,-2,-3,0,0,0,0.026315789,-2,-399,0.111111111,-1,1,0
-1,0.08974359,-2,-3,0,0,0,0,-1,-3,0.444444444,-3,1,0
-1,0.41025641,-1,-3,0,0,0,0,-1,-170,0,-1,1,0
-1,0.217948718,-2,-3,0,0,0,0.105263158,-1,-5,0.111111111,-1,1,0
-1,0.243589744,-2,-2,0.05,0,0,0.447368421,-1,-400,0.888888889,-2,0,1
-1,0.320512821,-2,-2,0,0,0,0.105263158,-1,-5,0,-1,0,1
-1,0.141025641,-2,-3,0,0,0,0.315789474,-2,-199,0.555555556,-3,1,1
-2,0.551282051,-1,-3,0,0,0,0,-1,-3,0,-1,1,0
-2,0.051282051,-3,-2,0,0,0,0.105263158,-1,-3,0.888888889,-2,0,1
-1,0.115384615,-2,-3,0,0,0,0.052631579,-1,-5,0.333333333,-1,1,1
-1,0.333333333,-2,-2,0,0,0,0.315789474,-1,-107,0.888888889,-2,0,0
-2,0.205128205,-2,-2,0,0,0,0.026315789,-2,-6,0.111111111,-1,0,0
-1,0.076923077,-3,-1,0,0,0,0,-1,-401,0.555555556,-3,0,0
-2,0.205128205,-2,-3,0,0,0,0.026315789,-1,-5,0.555555556,-3,1,0
-2,0.025641026,-3,-2,0,0,0.058823529,0,-2,-6,0.666666667,-3,0,1
-1,0.153846154,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-2,0.320512821,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-1,0.423076923,-1,-3,0,0,0,0.105263158,-1,-11,0,-1,1,1
-1,0.243589744,-2,-4,0,0,0,0.236842105,-1,-48,0.444444444,-3,0,0
-1,0.307692308,-2,-2,0.05,0,0,0.184210526,-1,-3,0.888888889,-2,0,1
-2,0.141025641,-2,-4,0,0,0,0.026315789,-1,-5,0.333333333,-1,0,0
-1,0.333333333,-2,-3,0,0,0,0.105263158,-1,-77,0,-1,1,0
-2,0.076923077,-3,-3,0,0,0,0,-2,-6,0.555555556,-3,1,0
-1,0.230769231,-2,-3,0,0,0,0.315789474,-1,-5,0,-1,1,0
-1,0.269230769,-2,-3,0,0,0,0,-1,-402,0,-1,1,1
-1,0.179487179,-2,-2,0,0,0,0.052631579,-2,-6,0.444444444,-3,0,0
-1,0.153846154,-2,-2,0,0,0,0.026315789,-1,-403,0.111111111,-1,0,0
-1,0.256410256,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-2,0.115384615,-2,-2,0,0,0,0.210526316,-1,-5,0.555555556,-3,0,0
-1,0.076923077,-3,-3,0,0,0,0.052631579,-2,-5,0.222222222,-1,1,0
-2,0.153846154,-2,-3,0,0,0,0,-1,-12,0.555555556,-3,1,1
-2,0.320512821,-2,-3,0,0,0,0,-2,-6,0.111111111,-1,1,1
-1,0.153846154,-2,-2,0.3,0,0,0.210526316,-2,-6,0.888888889,-2,0,1
-1,0.051282051,-3,-2,0,0,0,0.052631579,-1,-21,0.666666667,-3,0,1
-2,0.102564103,-2,-3,0,0,0,0.026315789,-2,-63,0.333333333,-1,1,0
-1,0.243589744,-2,-3,0,0,0,0.078947368,-1,-3,0.333333333,-1,1,0
-1,0.08974359,-2,-3,0,0,0,0.131578947,-1,-13,0.888888889,-2,1,1
-1,0.602564103,-1,-3,0,0,0,0.026315789,-1,-14,0.222222222,-1,1,1
-1,0.435897436,-1,-1,0,0,0,0,-1,-3,0.444444444,-3,0,1
-1,0.243589744,-2,-4,0,0,0,0.236842105,-1,-5,0.555555556,-3,0,0
-1,0.141025641,-2,-3,0,0,0,0.026315789,-1,-91,0,-1,1,0
-1,0.179487179,-2,-3,0,0,0,0.078947368,-1,-5,0.444444444,-3,1,0
-1,0.230769231,-2,-4,0,0,0,0,-2,-6,0,-1,0,1
-1,0.038461538,-3,-2,0,0.153846154,0.352941176,0.210526316,-1,-5,0.888888889,-2,0,1
-1,0.038461538,-3,-3,0,0,0,0.026315789,-1,-74,0.222222222,-1,1,0
-1,0.371794872,-1,-3,0,0,0,0.342105263,-2,-6,0.333333333,-1,1,1
-2,0.230769231,-2,-2,0,0,0,0.105263158,-1,-5,0.111111111,-1,0,0
-2,0.08974359,-2,-2,0,0,0,0.157894737,-1,-13,0.666666667,-3,0,1
-1,0.179487179,-2,-3,0,0,0,0.105263158,-2,-6,0.111111111,-1,1,1
-1,0.320512821,-2,-3,0,0,0,0.026315789,-1,-129,0,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.052631579,-1,-229,0.555555556,-3,0,0
-1,0.102564103,-2,-2,0,0,0,0.210526316,-2,-6,0.333333333,-1,0,1
-1,0.038461538,-3,-2,0,0,0,0.026315789,-1,-5,0.222222222,-1,0,0
-1,0.205128205,-2,-6,0,0,0,0,-2,-6,0.111111111,-1,0,0
-1,0.358974359,-1,-4,0,0,0,0.026315789,-2,-25,0,-1,0,0
-1,0.282051282,-2,-2,0.1,0,0,0.605263158,-2,-27,0.555555556,-3,0,1
-1,0.256410256,-2,-3,0,0,0,0.078947368,-2,-132,0.222222222,-1,1,0
-1,0.294871795,-2,-2,0,0,0,0.184210526,-1,-5,0.888888889,-2,0,0
-1,0.08974359,-2,-3,0,0,0,0.184210526,-1,-175,1,-2,1,1
-1,0.038461538,-3,-3,0,0,0,0.026315789,-1,-70,0.333333333,-1,1,0
-2,0.717948718,-1,-3,0,0,0,0,-2,-60,0,-1,1,0
-1,0.294871795,-2,-3,0,0,0,0.131578947,-2,-6,0.333333333,-1,1,1
-1,0.5,-1,-2,0,0,0,0.289473684,-1,-219,0.666666667,-3,0,1
-2,0.115384615,-2,-4,0,0,0,0,-2,-213,0.222222222,-1,0,0
-1,0.153846154,-2,-2,0,0.076923077,0,0.026315789,-2,-41,0.111111111,-1,0,0
-2,0.192307692,-2,-3,0,0,0,0.078947368,-1,-14,0.555555556,-3,1,1
-1,0.076923077,-3,-3,0,0,0,0.052631579,-2,-68,0.111111111,-1,1,0
-1,0.435897436,-1,-6,0,0,0,0,-1,-12,0,-1,0,0
-2,0.141025641,-2,-3,0,0,0,0,-2,-6,0.555555556,-3,1,0
-2,0.307692308,-2,-3,0,0,0,0,-1,-55,0.111111111,-1,1,1
-2,0.153846154,-2,-3,0,0,0.058823529,0.026315789,-1,-13,0.111111111,-1,1,0
-1,0.192307692,-2,-2,0,0,0,0,-1,-31,0.444444444,-3,0,0
-1,0.256410256,-2,-4,0,0,0,0.026315789,-1,-46,0,-1,0,0
-1,0.038461538,-3,-2,0,0,0.058823529,0.052631579,-1,-3,0.555555556,-3,0,1
-2,0.294871795,-2,-3,0,0,0,0.236842105,-2,-59,0.333333333,-1,1,1
-2,0.128205128,-2,-2,0,0,0,0.131578947,-2,-5,0.777777778,-2,0,0
-1,0.128205128,-2,-4,0,0,0,0.078947368,-1,-5,0.777777778,-2,0,0
-2,0.435897436,-1,-2,0,0,0,0.078947368,-1,-404,0,-1,0,0
-1,0.038461538,-3,-4,0,0,0.176470588,0.026315789,-1,-3,0.777777778,-2,0,0
-2,0.051282051,-3,-4,0,0,0,0.026315789,-1,-5,0.444444444,-3,0,0
-1,0.179487179,-2,-4,0,0,0,0.078947368,-1,-5,0.222222222,-1,0,0
-1,0.08974359,-2,-2,0,0,0,0,-1,-103,0.111111111,-1,0,1
-2,0.115384615,-2,-2,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.217948718,-2,-3,0,0,0,0,-1,-10,0.111111111,-1,1,0
-1,0.282051282,-2,-2,0,0,0,0.052631579,-2,-6,0.222222222,-1,0,0
-2,0.141025641,-2,-1,0,0,0,0,-1,-82,0.222222222,-1,0,0
-1,0.076923077,-3,-2,0,0,0.117647059,0.052631579,-2,-6,0.888888889,-2,0,1
-1,0.076923077,-3,-2,0.25,0.076923077,0,0.263157895,-1,-3,1,-2,0,1
-1,0.230769231,-2,-4,0,0.076923077,0,0.684210526,-1,-13,1,-2,0,1
-1,0.461538462,-1,-2,0,0,0,0.342105263,-1,-5,0.555555556,-3,0,0
-1,0.102564103,-2,-4,0,0,0,0.131578947,-1,-13,0.222222222,-1,0,0
-1,0.41025641,-1,-3,0,0,0,0.026315789,-1,-46,0.111111111,-1,1,0
-1,0.038461538,-3,-2,0,0,0,0.026315789,-1,-12,0.666666667,-3,0,1
-1,0.423076923,-1,-4,0,0,0,0,-2,-6,0,-1,0,0
-1,0.076923077,-3,-2,0,0,0.117647059,0.052631579,-1,-12,0.444444444,-3,0,1
-1,0.192307692,-2,-2,0,0.153846154,0.176470588,0.289473684,-1,-5,0.777777778,-2,0,1
-1,0.141025641,-2,-2,0,0,0,0.078947368,-2,-27,0,-1,0,0
-2,0.08974359,-2,-3,0,0,0,0,-2,-6,0.333333333,-1,1,0
-1,0.256410256,-2,-2,0,0,0,0,-1,-210,0.222222222,-1,0,1
-1,0.358974359,-1,-3,0,0,0,0.026315789,-1,-5,0.222222222,-1,1,0
-1,0.192307692,-2,-2,0,0,0.117647059,0.236842105,-2,-6,0.666666667,-3,0,1
-1,0.166666667,-2,-4,0,0.076923077,0,0.5,-1,-9,0.666666667,-3,0,1
-1,0.038461538,-3,-1,0,0,0,0,-2,-1,0.333333333,-1,0,0
-1,0.538461538,-1,-1,0,0,0,0.026315789,-2,-6,0,-1,0,1
-2,0.269230769,-2,-2,0,0,0,0.078947368,-1,-31,0.444444444,-3,0,1
-1,0.064102564,-3,-2,0,0,0,0.026315789,-1,-5,0.444444444,-3,0,0
-2,0.064102564,-3,-2,0,0,0,0.078947368,-2,-6,0.444444444,-3,0,1
-1,0.217948718,-2,-2,0,0,0,0.105263158,-1,-5,0.333333333,-1,0,0
-1,0.397435897,-1,-3,0,0,0,0.315789474,-1,-7,0.111111111,-1,1,1
-1,0.102564103,-2,-1,0,0,0,0.026315789,-2,-6,0.333333333,-1,0,0
-1,0.115384615,-2,-3,0,0,0,0,-2,-6,0.444444444,-3,1,0
-1,0.051282051,-3,-2,0,0.076923077,0.176470588,0.052631579,-1,-13,0.555555556,-3,0,0
-2,0.141025641,-2,-2,0,0,0,0,-1,-403,0.333333333,-1,0,1
-1,0.166666667,-2,-2,0,0,0,0,-2,-3,0.888888889,-2,0,0
-1,0.166666667,-2,-4,0,0,0,0.131578947,-1,-57,0.555555556,-3,0,1
-2,0.141025641,-2,-4,0,0,0,0,-1,-15,0.222222222,-1,0,0
-2,0.602564103,-1,-3,0,0,0,0,-1,-117,0,-1,1,0
-2,0.205128205,-2,-4,0,0,0,0.026315789,-2,-6,0.222222222,-1,0,0
-1,0.076923077,-3,-3,0,0,0.117647059,0.157894737,-1,-95,1,-2,1,0
-1,0.358974359,-1,-2,0,0,0,0,-2,-84,0.111111111,-1,0,0
-1,0.102564103,-2,-1,0,0,0,0.078947368,-1,-72,0.111111111,-1,0,0
-1,0.025641026,-3,-2,0,0,0,0,-1,-21,0.333333333,-1,0,1
-1,0.141025641,-2,-2,0,0,0,0.421052632,-1,-87,1,-2,0,1
-1,0.141025641,-2,-2,0,0,0,0.184210526,-1,-119,0.222222222,-1,0,0
-2,0.487179487,-1,-3,0,0,0,0.078947368,-1,-390,0,-1,1,0
-1,0.038461538,-3,-2,0,0,0,0,-1,-71,0.333333333,-1,0,0
-1,0.282051282,-2,-2,0,0,0,0,-1,-3,1,-2,0,1
-1,0.051282051,-3,-2,0,0,0,0.052631579,-2,-29,0.888888889,-2,0,1
-1,0.269230769,-2,-3,0,0,0,0,-2,-68,0,-1,1,0
-1,0.051282051,-3,-2,0,0.076923077,0,0.026315789,-1,-15,0.777777778,-2,0,1
-2,0.115384615,-2,-1,0,0,0,0.131578947,-1,-5,0.555555556,-3,0,1
-1,0.230769231,-2,-3,0,0,0,0.026315789,-1,-42,0.111111111,-1,1,0
-1,0.153846154,-2,-2,0,0,0,0,-1,-405,0,-1,0,0
-1,0.487179487,-1,-3,0,0,0,0.447368421,-1,-103,0.333333333,-1,1,1
-1,0.230769231,-2,-2,0,0,0,0,-2,-6,0.555555556,-3,0,0
-1,0.256410256,-2,-2,0,0,0,0.131578947,-2,-28,0.666666667,-3,0,0
-1,0.179487179,-2,-2,0,0,0,0,-1,-88,0,-1,0,0
-2,0.205128205,-2,-2,0,0,0,0.131578947,-1,-76,0.888888889,-2,0,1
-1,0.064102564,-3,-1,0,0,0,0,-2,-27,0.222222222,-1,0,0
-1,0.435897436,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.025641026,-3,-3,0,0.076923077,0.058823529,0.026315789,-1,-36,1,-2,1,1
-1,0.256410256,-2,-2,0,0,0,0.131578947,-2,-6,0.333333333,-1,0,0
-1,0.358974359,-1,-3,0,0,0,0,-2,-33,0,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0,-1,-31,0.333333333,-1,0,1
-1,0.025641026,-3,-2,0,0,0,0.052631579,-1,-52,0.222222222,-1,0,1
-2,0.423076923,-1,-2,0,0,0,0.026315789,-2,-246,0,-1,0,0
-2,0.141025641,-2,-3,0,0,0,0.026315789,-1,-95,0.111111111,-1,1,1
-2,0.217948718,-2,-2,0,0,0,0.184210526,-1,-13,0.111111111,-1,0,1
-1,0.243589744,-2,-3,0,0,0,0.026315789,-2,-6,0,-1,1,1
-1,0.576923077,-1,-3,0,0,0,0,-1,-81,0,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.052631579,-1,-88,0.555555556,-3,0,0
-1,0.115384615,-2,-2,0,0,0,0.026315789,-1,-41,0.333333333,-1,0,1
-1,0.115384615,-2,-2,0,0,0,0,-1,-74,0.444444444,-3,0,0
-1,0.076923077,-3,-2,0,0,0,0.052631579,-2,-27,0.555555556,-3,0,1
-1,0.153846154,-2,-4,0,0,0,0.026315789,-1,-13,0.111111111,-1,0,1
-1,0.179487179,-2,-2,0,0.076923077,0,0.342105263,-2,-199,0.777777778,-2,0,1
-1,0.08974359,-2,-3,0,0,0,0.105263158,-1,-12,1,-2,1,1
-1,0.076923077,-3,-2,0.1,0.076923077,0,0.263157895,-2,-19,0.888888889,-2,0,0
-1,0.115384615,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-2,0.384615385,-1,-2,0,0,0,0,-2,-6,0.444444444,-3,0,0
-2,0.102564103,-2,-2,0,0,0,0.026315789,-2,-6,0.333333333,-1,0,0
-1,0.512820513,-1,-1,0,0,0,0,-1,-12,0,-1,0,0
-1,0.064102564,-3,-3,0,0,0.117647059,0.026315789,-1,-95,0.444444444,-3,1,1
-1,0.051282051,-3,-3,0,0.076923077,0.058823529,0.078947368,-2,-6,0.333333333,-1,1,1
-2,0.423076923,-1,-2,0,0,0,0.105263158,-1,-5,0,-1,0,0
-1,0.294871795,-2,-2,0,0,0,0,-1,-5,0,-1,0,0
-1,0.038461538,-3,-2,0,0,0,0,-1,-74,0.666666667,-3,0,0
-1,0.179487179,-2,-2,0,0,0,0.026315789,-2,-199,0.666666667,-3,0,0
-1,0.102564103,-2,-1,0,0,0,0,-2,-6,0.111111111,-1,0,0
-2,0.269230769,-2,-2,0,0,0,0.078947368,-2,-19,0.555555556,-3,0,0
-2,0.384615385,-1,-1,0,0,0,0,-2,-6,0,-1,0,0
-1,0.358974359,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.487179487,-1,-4,0,0,0,0.052631579,-2,-97,0.777777778,-2,0,0
-1,0.051282051,-3,-2,0,0,0,0.026315789,-2,-190,0.666666667,-3,0,1
-1,0.192307692,-2,-1,0,0.076923077,0,0.184210526,-1,-406,0.777777778,-2,0,1
-1,0.230769231,-2,-2,0,0,0,0.052631579,-1,-5,0.333333333,-1,0,1
-1,0.025641026,-3,-5,0,0.076923077,0,0.026315789,-1,-5,0.888888889,-2,0,1
-1,0.179487179,-2,-3,0,0,0,0,-2,-6,0.222222222,-1,1,0
-1,0.256410256,-2,-2,0,0,0,0.447368421,-2,-6,0.333333333,-1,0,1
-1,0.58974359,-1,-4,0,0,0,0.026315789,-2,-60,0,-1,0,0
-1,0.051282051,-3,-2,0,0,0,0.026315789,-1,-95,0.444444444,-3,0,1
-1,0.653846154,-1,-3,0,0,0,0,-2,-68,0,-1,1,1
-1,0.102564103,-2,-2,0,0,0,0.052631579,-1,-76,0.333333333,-1,0,0
-2,0.115384615,-2,-2,0,0,0,0.026315789,-2,-6,0.555555556,-3,0,1
-2,0.153846154,-2,-3,0,0,0,0.026315789,-2,-58,0.555555556,-3,1,0
-1,0.051282051,-3,-2,0,0,0,0.052631579,-1,-104,0.777777778,-2,0,0
-2,0.320512821,-2,-3,0,0,0,0,-1,-41,0,-1,1,0
-1,0.076923077,-3,-4,0,0,0,0,-1,-144,0,-1,0,1
-1,0.051282051,-3,-3,0,0,0,0.052631579,-2,-58,0.333333333,-1,1,1
-2,0.474358974,-1,-3,0,0,0,0,-2,-84,0,-1,1,0
-1,0.205128205,-2,-4,0,0,0,0,-2,-25,0,-1,0,0
-1,0.025641026,-3,-2,0,0,0.117647059,0.026315789,-1,-5,0.111111111,-1,0,0
-1,0.051282051,-3,-2,0,0,0,0.026315789,-2,-58,0.666666667,-3,0,1
-1,0.141025641,-2,-2,0,0.307692308,0.058823529,0.394736842,-1,-2,0.888888889,-2,0,1
-1,0.192307692,-2,-3,0,0,0,0.236842105,-1,-66,0.888888889,-2,1,1
-1,0.474358974,-1,-3,0,0,0,0.184210526,-1,-116,0.777777778,-2,1,0
-1,0.051282051,-3,-2,0,0,0,0.026315789,-1,-113,0.555555556,-3,0,0
-1,0.474358974,-1,-2,0,0,0,0.026315789,-1,-5,0,-1,0,0
-2,0.320512821,-2,-3,0,0,0,0,-1,-12,0,-1,1,1
-1,0.038461538,-3,-2,0,0,0.176470588,0,-1,-21,1,-2,0,1
-1,0.256410256,-2,-2,0.05,0,0,0.157894737,-1,-5,0.333333333,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0,-1,-5,0.111111111,-1,0,0
-2,0.128205128,-2,-3,0,0,0,0.026315789,-2,-12,0.444444444,-3,1,0
-1,0.346153846,-1,-1,0,0,0,0,-1,-107,0,-1,0,0
-1,0.269230769,-2,-2,0,0,0,0.026315789,-1,-76,0,-1,0,0
-1,0.782051282,-1,-3,0,0,0,0.026315789,-2,-132,0,-1,1,0
-1,0.384615385,-1,-3,0,0,0,0.026315789,-1,-158,0,-1,1,0
-1,0.025641026,-3,-4,0,0.153846154,0.058823529,0.052631579,-1,-95,0.777777778,-2,0,1
-1,0.166666667,-2,-2,0.05,0,0,0.131578947,-2,-5,0.777777778,-2,0,0
-1,0.153846154,-2,-3,0,0.076923077,0,0.105263158,-2,-134,0.444444444,-3,1,1
-1,0.179487179,-2,-2,0,0,0,0.131578947,-1,-13,0.333333333,-1,0,1
-1,0.487179487,-1,-3,0,0,0,0.026315789,-2,-6,0,-1,1,0
-1,0.320512821,-2,-2,0,0,0,0.052631579,-2,-6,0,-1,0,0
-1,0.025641026,-3,-4,0,0,0.117647059,0,-1,-95,0.222222222,-1,0,0
-1,0.115384615,-2,-2,0,0,0,0.552631579,-1,-62,0.666666667,-3,0,1
-1,0.294871795,-2,-2,0,0,0,0,-2,-6,0.555555556,-3,0,0
-1,0.076923077,-3,-1,0,0,0,0.026315789,-1,-22,0.222222222,-1,0,0
-1,0.320512821,-2,-2,0,0,0,0.078947368,-2,-25,0,-1,0,1
-2,0.192307692,-2,-2,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.051282051,-3,-2,0,0,0,0,-1,-46,0.222222222,-1,0,0
-1,0.205128205,-2,-2,0,0,0,0.078947368,-1,-41,0,-1,0,0
-1,0.230769231,-2,-3,0,0,0,0,-2,-68,0,-1,1,0
-1,0.653846154,-1,-3,0,0,0,0,-1,-13,0.444444444,-3,1,0
-1,0.179487179,-2,-3,0,0,0,0.131578947,-1,-5,0.444444444,-3,1,1
-1,0.051282051,-3,-2,0,0,0,0.026315789,-1,-381,0.666666667,-3,0,1
-1,0.358974359,-1,-3,0,0,0,0,-1,-12,0.444444444,-3,1,0
