a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
0.356164384,-3,0.157415414,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.5,-1,1,0
0.602739726,-3,0.010394742,-2,0.533333333,-3,-6,-5,-1,-2,0,0.632231405,0.244897959,-1,1,0
0.534246575,-3,0.126821969,-6,0.6,-2,-1,-2,-1,-1,0,0,0.346938776,-1,1,0
0.575342466,-3,0.058931184,-8,0.2,-5,-5,-4,-2,-2,0,0,0.37755102,-1,0,0
0.369863014,-2,0.22395332,-6,0.6,-2,-11,-2,-1,-1,0,0.433195592,0.551020408,-1,1,1
0.410958904,-3,0.150865843,-4,0.866666667,-3,-4,-5,-1,-2,0,0,0.397959184,-1,1,0
0.369863014,-3,0.047227072,-1,0.8,-2,-4,-2,-1,-1,0,0,0.551020408,-1,1,1
0.643835616,-3,0.05078467,-6,0.6,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.123287671,-3,0.125792013,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.493150685,-3,0.104925027,-1,0.8,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.397260274,-3,0.463406974,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.43877551,-1,1,0
0.383561644,-6,0.085319144,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.5,-1,1,1
0.369863014,-4,0.121692582,-2,0.533333333,-1,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.575342466,-6,0.073844817,-6,0.6,-2,-2,-2,-1,-1,0,0.453856749,0.479591837,-1,1,1
0.657534247,-6,0.116385757,-9,1,-2,-2,-2,-1,-1,1,0,0.397959184,-1,1,1
0.082191781,-3,0.113579381,-2,0.533333333,-1,-9,-4,-2,-2,0,0,0.397959184,-1,0,0
0.219178082,-3,0.099106283,-6,0.6,-3,-1,-5,-2,-2,0,0,0.37755102,-1,0,0
0.232876712,-3,0.06579824,-2,0.533333333,-3,-6,-4,-1,-2,0,0,0.346938776,-1,1,0
0.287671233,-3,0.060984978,-10,0.666666667,-3,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.616438356,-3,0.111819957,-1,0.8,-2,-2,-2,-1,-1,0,0,0.346938776,-1,1,1
0.054794521,-3,0.084979224,-6,0.6,-1,-6,-6,-1,-1,0,0,0.397959184,-1,1,0
0.328767123,-3,0.209427874,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.071428571,-1,1,0
0.246575342,-3,0.157065977,-2,0.533333333,-1,-3,-6,-1,-1,0,0,0.397959184,-31,1,0
0.616438356,-5,0.130729005,-6,0.6,-3,-5,-1,-1,-1,0,0,0.448979592,-1,1,0
0.493150685,-3,0.104615021,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.712328767,-1,0.101921498,-6,0.6,-2,-7,-2,-1,-1,0,0,0.153061224,-1,1,0
0.02739726,-2,0.021603251,-6,0.6,-1,-6,-4,-1,-2,0,0,0.153061224,-1,1,0
0.410958904,-3,0.276842092,-1,0.8,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.479452055,-6,0.036878559,-6,0.6,-2,-6,-2,-1,-1,0,0,0.908163265,-1,1,1
0.506849315,-3,0.110014984,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.178082192,-3,0.130905084,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.734693878,-1,1,1
0.301369863,-3,0.17578535,-2,0.533333333,-2,-1,-3,-1,-2,0,0,0.244897959,-1,1,0
0.767123288,-3,0.06262475,-1,0.8,-2,-4,-2,-1,-1,0.011730117,0,0.755102041,-1,1,0
0.643835616,-3,0.203087694,-1,0.8,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,0
0.205479452,-3,0.111429729,-2,0.533333333,-1,-11,-4,-1,-1,0,0,0.397959184,-1,1,0
0.465753425,-3,0.094525527,-2,0.533333333,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.547945205,-3,0.207590949,-1,0.8,-1,-6,-1,-1,-1,0,0,0.397959184,-1,1,0
0.109589041,-3,0.134971882,-2,0.533333333,-1,-9,-5,-1,-1,0,0,0.397959184,-1,1,0
0.493150685,-3,0.132264082,-2,0.533333333,-2,-5,-2,-2,-1,0,0.399449036,0.397959184,-1,0,0
0.301369863,-3,0.154372454,-6,0.6,-1,-5,-1,-1,-2,0,0,0.244897959,-1,1,0
0.438356164,-3,0.132710737,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.153061224,-1,1,0
0.082191781,-5,0.291372296,-1,0.8,-1,-4,-1,-1,-2,0,0.250688705,0.397959184,-1,1,0
0.150684932,-3,0.12538139,-1,0.8,-1,-4,-1,-1,-1,0,0,0.551020408,-1,1,1
0.397260274,-3,0.168117444,-4,0.866666667,-2,-4,-2,-1,-1,0,0.453856749,0.5,-1,1,1
0.315068493,-3,0.040125471,-6,0.6,-1,-11,-4,-2,-1,0,0,0.397959184,-1,0,0
0.095890411,-3,0.177863619,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.5,-1,1,0
0.452054795,-3,0.305381743,-13,0.333333333,-2,-5,-2,-1,-1,0,0,0.071428571,-23,1,0
0.246575342,-3,0.011897187,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-5,0.158077578,-1,0.8,-1,-4,-1,-1,-2,0,0,0.459183673,-1,1,0
0.506849315,-4,0.077915694,-1,0.8,-3,-2,-1,-1,-1,0,0,0.397959184,-1,1,0
0.246575342,-5,0.147804527,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.448979592,-1,1,0
0.191780822,-5,0.130888088,-2,0.533333333,-2,-12,-2,-1,-1,0,0,0.397959184,-1,1,1
0.410958904,-6,0.219779107,-6,0.6,-2,-8,-2,-1,-1,0,0,0.397959184,-1,1,0
0.424657534,-3,0.121899253,-2,0.533333333,-3,-6,-4,-1,-2,0,0,0.193877551,-1,1,0
0.219178082,-5,0.105975379,-10,0.666666667,-1,-1,-4,-1,-1,0,0.383149679,0.551020408,-1,1,0
0.246575342,-3,0.015076115,-1,0.8,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.260273973,-3,0.162115823,-14,0,-1,-9,-1,-2,-1,0,0,0.397959184,-6,0,0
0.178082192,-3,0.077669593,-1,0.8,-1,-2,-1,-1,-2,0,0,0.551020408,-1,1,0
0.301369863,-3,0.092653929,-6,0.6,-2,-11,-2,-1,-1,0,0,0.551020408,-1,1,1
0.109589041,-3,0.166225451,-6,0.6,-1,-3,-1,-4,-1,0,0,0.397959184,-1,0,0
0.315068493,-3,0.118765194,-2,0.533333333,-3,-5,-1,-1,-2,0,0,0.346938776,-1,1,0
0.109589041,-6,0.100098169,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-3,0.264932669,-2,0.533333333,-2,-9,-3,-1,-2,0,0,0.397959184,-5,1,0
0.493150685,-4,0.114150446,-6,0.6,-3,-3,-1,-1,-1,0,0,0.397959184,-1,1,0
0.01369863,-3,0.072385202,-3,0.4,-1,-5,-4,-1,-1,0,0,0.091836735,-1,1,0
0.328767123,-3,0.097391049,-2,0.533333333,-1,-9,-5,-2,-1,0,0,0.397959184,-1,0,0
0.109589041,-3,0.199287393,-1,0.8,-2,-4,-2,-1,-1,0,0,0.5,-1,1,0
0.671232877,-2,0.009716262,-8,0.2,-7,-8,-5,-1,-1,0,0,0.5,-1,1,0
0.493150685,-3,0.055591134,-6,0.6,-3,-1,-5,-1,-2,0.014710147,0,0.397959184,-1,1,0
0.136986301,-3,0.08241827,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.150684932,-3,0.190102764,-2,0.533333333,-5,-6,-5,-2,-2,0,0,0.397959184,-1,0,0
0.082191781,-3,0.116481614,-2,0.533333333,-1,-3,-4,-2,-1,0,0,0.397959184,-1,0,0
0.164383562,-2,0.157736978,-13,0.333333333,-3,-11,-1,-1,-1,0,0,0.806122449,-1,1,0
0.123287671,-3,0.08174047,-6,0.6,-2,-2,-3,-1,-2,0,0,0.397959184,-1,1,0
0.123287671,-3,0.13003081,-2,0.533333333,-1,-3,-1,-1,-1,0,0,0.418367347,-1,1,0
0.123287671,-3,0.156856587,-5,0.266666667,-1,-5,-1,-1,-1,0,0,0.346938776,-1,1,0
0.287671233,-3,0.098855423,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.260273973,-3,0.266079558,-12,0.133333333,-2,-11,-2,-1,-1,0,0,0.397959184,-5,1,0
0.232876712,-3,0.111267927,-6,0.6,-2,-11,-2,-1,-1,0.150241502,0,0.448979592,-1,1,1
0.205479452,-4,0.264180087,-2,0.533333333,-1,-1,-1,-1,-1,0,0,0.397959184,-1,1,0
0.547945205,-2,0.116105663,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.5,-1,1,1
0.191780822,-3,0.196376321,-6,0.6,-3,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.287671233,-3,0.058037195,-1,0.8,-1,-2,-1,-1,-2,0,0,0.37755102,-1,1,0
0.301369863,-3,0.06727825,-2,0.533333333,-3,-5,-1,-5,-2,0,0,0.397959184,-22,0,0
0.246575342,-3,0.121795918,-2,0.533333333,-2,-11,-2,-1,-1,0,0.545684114,0.397959184,-1,1,0
0.01369863,-3,0.508001028,-3,0.4,-1,-5,-4,-1,-2,0,0,0.193877551,-1,1,0
0.150684932,-3,0.114603898,-2,0.533333333,-1,-5,-1,-2,-1,0,0,0.397959184,-1,0,0
0.328767123,-2,0.070188642,-4,0.866666667,-1,-2,-1,-1,-2,0,0,0.551020408,-1,1,0
0.301369863,-4,0.011492002,-5,0.266666667,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,1
0.191780822,-4,0.320136294,-6,0.6,-1,-10,-1,-1,-1,0,0,0.397959184,-1,1,0
0.287671233,-1,0.204144164,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.37755102,-1,1,0
0.136986301,-3,0.103092861,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.342465753,-3,0.125479287,-4,0.866666667,-2,-4,-2,-3,-1,0,0.436639118,0.551020408,-4,0,1
0.397260274,-3,0.069932342,-1,0.8,-5,-4,-5,-2,-2,0,0,0.357142857,-1,0,0
0.04109589,-3,0.116716839,-2,0.533333333,-1,-1,-4,-1,-2,0,0,0.397959184,-1,1,0
0.342465753,-3,0.071326693,-6,0.6,-3,-4,-5,-1,-2,0,0,0.193877551,-1,1,0
0.712328767,-3,0.042945444,-2,0.533333333,-7,-2,-1,-1,-2,0,0,0.397959184,-1,1,0
0.410958904,-4,0.099852747,-10,0.666666667,-2,-1,-3,-1,-2,0,0,0.346938776,-1,1,0
0.438356164,-1,0.076811636,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-21,1,0
0.04109589,-3,0.134118684,-6,0.6,-1,-2,-4,-1,-2,0,0,0.295918367,-1,1,0
0.479452055,-3,0.202702225,-12,0.133333333,-2,-6,-3,-1,-2,0,0,0.142857143,-23,1,0
0.219178082,-3,0.183443059,-12,0.133333333,-2,-5,-2,-1,-1,0,0,0.591836735,-5,1,0
0.01369863,-3,0.096028651,-3,0.4,-1,-5,-4,-1,-2,0,0,0.051020408,-1,1,0
0.520547945,-2,0.059010045,-2,0.533333333,-5,-8,-5,-1,-2,0,0,0.551020408,-1,1,0
0.602739726,-3,0.249292287,-8,0.2,-2,-8,-2,-2,-1,0,0,0.397959184,-1,0,0
0.602739726,-4,0.141524852,-6,0.6,-2,-1,-2,-1,-1,0.093860939,0,0.397959184,-1,1,1
0.301369863,-3,0.068510799,-1,0.8,-3,-2,-1,-1,-1,0,0,0.448979592,-1,1,1
0.178082192,-3,0.159636449,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.602739726,-3,0.145280964,-2,0.533333333,-3,-1,-5,-2,-2,0,0,0.397959184,-1,0,0
0.260273973,-3,0.035626295,-7,0.733333333,-2,-6,-3,-1,-2,0,0,0.142857143,-1,1,0
0.232876712,-3,0.063806311,-6,0.6,-2,-11,-2,-1,-1,0,0,0.5,-1,1,0
0.493150685,-3,0.038491138,-4,0.866666667,-2,-4,-2,-3,-1,0.043860439,0,0.397959184,-4,0,1
0.287671233,-3,0.27863007,-10,0.666666667,-2,-10,-3,-1,-2,0,0,0.357142857,-1,1,1
0.397260274,-3,0.057696596,-1,0.8,-2,-2,-2,-1,-1,0.07298073,0,0.5,-1,1,1
0.136986301,-5,0.137493406,-2,0.533333333,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,0
0.205479452,-2,0.134035063,-3,0.4,-5,-3,-5,-1,-2,0,0,0.397959184,-36,1,0
0.589041096,-5,0.164481663,-1,0.8,-7,-4,-5,-1,-2,0,0,0.602040816,-1,1,1
0.082191781,-3,0.043381901,-1,0.8,-1,-2,-4,-1,-1,0,0,0.397959184,-1,1,0
0.164383562,-3,0.094288263,-1,0.8,-1,-4,-5,-1,-2,0.143441434,0,0.5,-1,1,1
0.068493151,-3,0.128825455,-2,0.533333333,-1,-11,-4,-1,-1,0,0,0.5,-1,1,0
0.109589041,-3,0.16843017,-2,0.533333333,-1,-6,-4,-1,-1,0,0,0.346938776,-1,1,0
0.164383562,-3,0.052633153,-1,0.8,-2,-9,-2,-1,-1,0,0,0.479591837,-1,1,0
1,-4,0.123502314,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.295918367,-1,1,0
0.273972603,-5,0.175875769,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.205479452,-3,0.20242553,-2,0.533333333,-1,-11,-4,-2,-1,0,0,0.37755102,-1,0,0
0.01369863,-3,0.093557436,-2,0.533333333,-4,-5,-4,-2,-1,0,0,0.397959184,-3,0,0
0.246575342,-3,0.118194129,-6,0.6,-1,-5,-1,-1,-2,0,0,0.653061224,-1,1,0
0.452054795,-3,0.064696221,-5,0.266666667,-2,-11,-2,-1,-1,0.028850289,0,0.397959184,-1,1,0
0.506849315,-3,0.082681368,-2,0.533333333,-2,-11,-2,-1,-1,0.051780518,0,0.397959184,-1,1,1
0.356164384,-3,0.105792502,-1,0.8,-2,-2,-2,-1,-1,0,0,0.448979592,-1,1,1
0.150684932,-6,0.120576286,-2,0.533333333,-1,-2,-1,-1,-1,0,0,0.653061224,-1,1,1
0.465753425,-3,0.308539597,-5,0.266666667,-2,-8,-2,-1,-1,0,0,0.397959184,-5,1,0
0.191780822,-3,0.244345097,-6,0.6,-1,-11,-5,-1,-1,0,0,0.418367347,-5,1,0
0.712328767,-3,0.079059184,-2,0.533333333,-5,-7,-5,-2,-2,0.023870239,0,0.397959184,-1,0,0
0.547945205,-3,0.126562271,-1,0.8,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.150684932,-3,0.01979148,-13,0.333333333,-3,-9,-4,-1,-2,0,0,0.397959184,-1,1,0
0.109589041,-3,0.106048122,-2,0.533333333,-1,-3,-4,-1,-1,0,0,0.959183673,-1,1,0
0.438356164,-2,0.114062067,-7,0.733333333,-2,-11,-2,-1,-1,0,0,0.295918367,-14,1,0
0.479452055,-3,0.055702627,-5,0.266666667,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,0
0.205479452,-3,0.144464477,-12,0.133333333,-4,-11,-6,-1,-1,0,0,0.397959184,-23,1,0
0.191780822,-3,0.099399294,-6,0.6,-1,-6,-1,-3,-2,0,0,0.5,-1,0,0
0.178082192,-3,0.128978419,-2,0.533333333,-1,-11,-4,-1,-1,0,0,0.5,-1,1,0
0.095890411,-3,0.265070676,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.602040816,-1,1,0
0.383561644,-3,0.121388014,-7,0.733333333,-2,-11,-2,-1,-1,0,0,0.663265306,-30,1,0
0.178082192,-3,0.104738072,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,0
0.479452055,-3,0.089328836,-1,0.8,-2,-2,-2,-1,-1,0.150241502,0,0.551020408,-1,1,1
0.342465753,-1,0.096461029,-2,0.533333333,-3,-1,-1,-2,-2,0,0,0.244897959,-1,0,0
0.438356164,-3,0.070037038,-2,0.533333333,-2,-8,-2,-1,-1,0,0,0.397959184,-1,1,0
0.04109589,-3,0.017312106,-2,0.533333333,-1,-5,-4,-1,-1,0,0,0.295918367,-1,1,0
0.109589041,-3,0.07501482,-1,0.8,-1,-1,-4,-1,-2,0,0,0.397959184,-1,1,0
0.328767123,-3,0.108134548,-5,0.266666667,-2,-5,-2,-1,-1,0,0,0.551020408,-32,1,0
0.520547945,-3,0.088109204,-2,0.533333333,-3,-6,-5,-2,-2,0,0,0.397959184,-1,0,0
0.191780822,-2,0.17134532,-10,0.666666667,-2,-2,-2,-1,-1,0.031370314,0,0.5,-1,1,0
0.109589041,-1,0.138969337,-1,0.8,-1,-12,-1,-2,-2,0,0,0.397959184,-1,0,0
0.205479452,-3,0.095393681,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.164383562,-4,0.290208412,-6,0.6,-1,-1,-6,-1,-1,0,0,0.397959184,-1,1,0
0.479452055,-3,0.076252808,-8,0.2,-7,-5,-1,-1,-2,0,0,0.397959184,-1,1,0
0.02739726,-3,0.184156891,-6,0.6,-1,-1,-4,-1,-2,0,0,0.142857143,-1,1,0
0.356164384,-3,0.10846631,-7,0.733333333,-3,-11,-1,-1,-1,0,0,0.397959184,-1,1,0
0.315068493,-6,0.02126877,-6,0.6,-2,-7,-2,-1,-1,0,0,0.397959184,-1,1,1
0.506849315,-3,0.116438105,-16,0.066666667,-5,-14,-6,-1,-2,0,0,0.397959184,-5,1,0
0.246575342,-3,0.070439502,-1,0.8,-3,-6,-1,-1,-1,0,0,0.397959184,-1,1,0
0.232876712,-3,0.166490588,-10,0.666666667,-1,-10,-1,-1,-2,0,0.453168044,0.397959184,-1,1,0
0.246575342,-3,0.112784649,-6,0.6,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.547945205,-3,0.077167192,-9,1,-2,-4,-2,-3,-1,0,0,0.397959184,-19,0,1
0.123287671,-3,0.121183383,-1,0.8,-1,-5,-6,-1,-2,0,0,0.397959184,-1,1,0
0.520547945,-2,0.058317969,-1,0.8,-7,-6,-5,-1,-2,0,0,0.142857143,-1,1,0
0.465753425,-3,0.132657029,-1,0.8,-5,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.246575342,-3,0.186200487,-7,0.733333333,-1,-7,-1,-2,-1,0,0,0.295918367,-3,0,0
0.191780822,-3,0.123972763,-2,0.533333333,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,0
0,-3,0.177629754,-3,0.4,-1,-1,-4,-1,-2,0,0,0.071428571,-1,1,0
0.287671233,-3,0.006882013,-2,0.533333333,-2,-9,-3,-1,-2,0,0,0.397959184,-1,1,0
0.301369863,-4,0.246568172,-11,0.933333333,-2,-4,-2,-1,-1,0,0.433195592,0.5,-1,1,1
0.164383562,-3,0.172828729,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.301369863,-3,0.011217347,-10,0.666666667,-3,-6,-5,-1,-2,0,0,0.397959184,-1,1,0
0.342465753,-3,0.129486259,-6,0.6,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.397260274,-5,0.132764444,-4,0.866666667,-2,-2,-2,-1,-1,0,0,0.5,-1,1,1
0.767123288,-3,0.22813909,-8,0.2,-2,-3,-2,-1,-1,0,0,0.244897959,-1,1,0
0.410958904,-5,0.09535697,-6,0.6,-3,-4,-1,-1,-2,0,0.43067034,0.397959184,-1,1,0
0.150684932,-3,0.075401649,-2,0.533333333,-1,-6,-5,-1,-2,0,0,0.704081633,-1,1,0
0.136986301,-3,0.080925343,-13,0.333333333,-1,-6,-6,-1,-1,0,0.454545455,0.397959184,-1,1,0
0.287671233,-3,0.05810178,-11,0.933333333,-1,-2,-1,-1,-1,0,0,0.397959184,-1,1,1
0.02739726,-3,0.143500465,-2,0.533333333,-1,-6,-1,-1,-1,0,0,0.346938776,-1,1,0
0.589041096,-5,0.059377838,-10,0.666666667,-3,-4,-5,-1,-1,0,0,0.397959184,-1,1,1
0.095890411,-3,0.116300097,-6,0.6,-1,-9,-1,-1,-1,0,0,0.397959184,-1,1,0
0.479452055,-3,0.196526565,-3,0.4,-2,-9,-2,-1,-1,0,0,0.397959184,-1,1,0
0.260273973,-3,0.113909103,-1,0.8,-3,-2,-1,-1,-2,0,0,0.448979592,-1,1,0
0.123287671,-5,0.121313232,-4,0.866666667,-1,-4,-1,-1,-2,0,0,0.397959184,-9,1,0
0.150684932,-1,0.015963305,-1,0.8,-1,-4,-4,-1,-1,0,0,0.153061224,-1,1,0
0.287671233,-6,0.086397369,-1,0.8,-2,-11,-2,-1,-1,0,0,0.5,-1,1,1
0.410958904,-3,0.098248326,-4,0.866666667,-2,-2,-2,-1,-1,0,0,0.5,-1,1,1
0.452054795,-3,0.173580632,-1,0.8,-3,-2,-5,-1,-2,0,0,0.397959184,-1,1,1
0.136986301,-3,0.180967085,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,0
0.410958904,-3,0.11045348,-6,0.6,-7,-4,-5,-1,-2,0,0,0.397959184,-1,1,0
0.260273973,-3,0.069065547,-13,0.333333333,-2,-9,-4,-1,-2,0.034640346,0,0.397959184,-1,1,0
0.438356164,-3,0.220197888,-2,0.533333333,-3,-9,-1,-2,-1,0,0,0.397959184,-1,0,0
0.630136986,-3,0.089360108,-2,0.533333333,-3,-2,-1,-1,-2,0,0,0.397959184,-1,1,0
0.260273973,-3,0.116476856,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.704081633,-1,1,1
0.342465753,-3,0.087690423,-6,0.6,-3,-1,-5,-1,-2,0,0,0.346938776,-1,1,0
0.150684932,-3,0.096898166,-4,0.866666667,-1,-2,-1,-2,-2,0,0,0.448979592,-1,0,0
0.287671233,-3,0.139617223,-2,0.533333333,-2,-1,-3,-1,-2,0,0,0.214285714,-1,1,0
0.356164384,-3,0.066081053,-1,0.8,-2,-4,-2,-1,-1,0,0.436639118,0.397959184,-1,1,1
0.438356164,-3,0.128692207,-6,0.6,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.575342466,-3,0.091829284,-2,0.533333333,-3,-9,-1,-1,-2,0,0,0.397959184,-1,1,0
0.109589041,-3,0.095974264,-1,0.8,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,1
0.123287671,-3,0.07501482,-7,0.733333333,-1,-4,-1,-1,-2,0,0,0.357142857,-1,1,0
0.575342466,-3,0.097580044,-6,0.6,-3,-4,-1,-1,-2,0,0,0.479591837,-1,1,0
0.232876712,-3,0.068030832,-6,0.6,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.232876712,-3,0.103313808,-4,0.866666667,-2,-4,-2,-3,-1,0,0,0.428571429,-4,0,1
0.684931507,-3,0.08639397,-2,0.533333333,-7,-5,-1,-1,-2,0,0,0.234693878,-1,1,0
0.383561644,-3,0.126853922,-10,0.666666667,-3,-2,-1,-1,-2,0,0,0.43877551,-1,1,0
0.643835616,-3,0.113178276,-8,0.2,-2,-11,-2,-2,-1,0,0,0.397959184,-1,0,0
0.465753425,-3,0.046779058,-4,0.866666667,-2,-4,-2,-1,-1,0,0,0.37755102,-9,1,1
0.191780822,-3,0.145062056,-1,0.8,-2,-6,-2,-1,-1,0,0,0.551020408,-1,1,1
0.342465753,-6,0.227825684,-1,0.8,-2,-2,-2,-1,-1,0,0,0.448979592,-1,1,1
0.657534247,-3,0.052441439,-12,0.133333333,-2,-5,-2,-3,-1,0,0,0.397959184,-1,0,0
0.082191781,-3,0.087697221,-6,0.6,-1,-1,-1,-1,-1,0,0,0.193877551,-1,1,0
0.191780822,-3,0.158178194,-6,0.6,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.219178082,-3,0.116262706,-13,0.333333333,-3,-9,-1,-1,-2,0,0,0.397959184,-1,1,0
0,-5,0.123386062,-3,0.4,-1,-11,-4,-1,-1,0,0,0.346938776,-1,1,0
0.630136986,-3,0.10482985,-4,0.866666667,-2,-3,-2,-1,-1,0,0,0.459183673,-1,1,0
0.424657534,-3,0.08964836,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.602040816,-1,1,1
0.383561644,-5,0.106279267,-7,0.733333333,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,0
0,-3,0.145814638,-13,0.333333333,-1,-3,-4,-1,-1,0,0,0.091836735,-1,1,0
0.123287671,-5,0.130393844,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.287671233,-4,0.335202211,-6,0.6,-3,-10,-5,-2,-2,0,0,0.397959184,-1,0,0
0.164383562,-3,0.271028787,-2,0.533333333,-2,-2,-3,-1,-2,0,0,0.397959184,-32,1,0
0.369863014,-3,0.101678115,-6,0.6,-7,-1,-5,-1,-2,0,0,0.316326531,-1,1,0
0.356164384,-4,0.142077561,-4,0.866666667,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.301369863,-1,0.207452262,-1,0.8,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.356164384,-3,0.062150223,-2,0.533333333,-1,-5,-1,-2,-1,0,0,0.397959184,-20,0,0
0.082191781,-3,0.126528279,-2,0.533333333,-1,-1,-5,-1,-2,0,0,0.448979592,-1,1,0
0.02739726,-3,0.056232222,-2,0.533333333,-1,-5,-4,-3,-2,0,0,0.397959184,-1,0,0
0.438356164,-2,0.121306433,-5,0.266666667,-2,-11,-2,-1,-1,0,0,0.397959184,-9,1,0
0.479452055,-3,0.128913155,-6,0.6,-2,-11,-2,-1,-1,0.050130501,0,0.397959184,-1,1,0
0.205479452,-3,0.058382554,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.5,-1,1,0
0.287671233,-3,0.104471575,-1,0.8,-2,-7,-2,-1,-1,0.045080451,0,0.397959184,-1,1,0
0.369863014,-3,0.13992587,-6,0.6,-3,-3,-4,-1,-1,0,0,0.397959184,-1,1,0
0.630136986,-3,0.011218027,-8,0.2,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,0
0.054794521,-3,0.204220986,-6,0.6,-1,-6,-4,-1,-1,0,0,0.397959184,-14,1,0
0.205479452,-3,0.215472325,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.095890411,-2,0.014738235,-2,0.533333333,-5,-5,-5,-1,-2,0,0,0.5,-1,1,0
0.452054795,-1,0.108231086,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.397959184,-6,1,0
0.123287671,-6,0.119470188,-1,0.8,-2,-6,-2,-1,-1,0,0,0.806122449,-1,1,1
0.246575342,-3,0.032461643,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.346938776,-1,1,0
0.191780822,-3,0.380870412,-1,0.8,-2,-11,-2,-1,-1,0,0,0.43877551,-1,1,1
0.095890411,-3,0.18191614,-16,0.066666667,-1,-8,-1,-5,-1,0,0,0.663265306,-5,0,0
0.315068493,-3,0.085119951,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.56122449,-1,1,0
0.191780822,-3,0.110949763,-1,0.8,-1,-2,-1,-1,-1,0,0,0.551020408,-1,1,0
0.356164384,-3,0.080645249,-2,0.533333333,-1,-3,-4,-1,-1,0,0,0.397959184,-13,1,0
0.369863014,-3,0.123156276,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.346938776,-1,1,1
0.315068493,-3,0.315741813,-1,0.8,-1,-4,-6,-1,-2,0,0,0.397959184,-1,1,0
