a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
-2,0.647058824,-2,-1,0.205183229,-1,-3,1,-1,-1,0,-4,0.392857143,-1,-1,0.333333333,-1,1,-1,-1,1,0
-1,0.647058824,-2,-1,0.35809398,-2,-2,0.666666667,-2,-1,0.333333333,-4,0.214285714,-1,-1,0,-1,0,-1,-1,1,1
-1,0.294117647,-2,-3,0.164190602,-2,-5,1,-2,-1,1,-1,0.071428571,-1,-3,0,-2,0,-1,-1,0,1
-3,0.382352941,-1,-1,0.313854958,-2,-3,0.666666667,-1,-3,0.333333333,-4,0.339285714,-1,-1,0,-1,0,-2,-1,1,0
-3,0.294117647,-2,-5,0.285187631,-1,-4,0.333333333,-2,-1,1,-2,0.125,-1,-3,0,-3,0,-1,-1,1,0
-1,0.161764706,-2,-6,0.030593155,-2,-2,1,-2,-1,1,-2,0.053571429,-1,-1,0,-2,0,-2,-1,0,0
-2,0.073529412,-2,-1,0.045779685,-2,-1,1,-1,-1,1,-4,0.142857143,-1,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.161764706,-1,-3,0.13965005,-2,-3,0.333333333,-2,-3,0.666666667,-4,0.089285714,-2,-1,0.333333333,-1,0,-2,-1,0,0
-2,0.117647059,-2,-1,0.147463409,-2,-3,0.333333333,-2,-1,0,-1,0.142857143,-1,-1,0,-1,0,-2,-1,1,0
-3,0.294117647,-1,-2,0.092274678,-1,-2,0.666666667,-2,-1,0.333333333,-4,0.25,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.470588235,-1,-4,0.141410807,-2,-5,1,-3,-1,1,-4,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.294117647,-2,-10,0.037801255,-2,-5,1,-4,-1,0.666666667,-4,0.142857143,-1,-1,0.333333333,-2,0,-2,-1,1,0
-2,0.205882353,-1,-4,0.04434907,-2,-1,0.666666667,-1,-2,0.666666667,-1,0.196428571,-2,-1,0.333333333,-1,0,-2,-1,1,1
-2,0.117647059,-1,-4,0.158137999,-2,-5,0,-1,-1,0.666666667,-1,0.535714286,-2,-1,0.333333333,-2,1,-2,-1,1,0
-3,0.073529412,-2,-3,0.062616925,-2,-2,1,-2,-1,0.333333333,-1,0.125,-1,-3,0,-1,0,-2,-1,1,0
-2,0.470588235,-2,-8,0.117420491,-2,-5,1,-1,-1,0,-3,0.25,-1,-3,0,-2,0,-2,-1,1,1
-3,0.117647059,-2,-4,0.103609552,-1,-1,1,-2,-1,1,-3,0.589285714,-1,-2,0,-3,0,-1,-1,1,0
-1,0.205882353,-2,-3,0.098437328,-2,-2,0,-2,-1,1,-1,0.017857143,-2,-3,0,-1,0,-2,-1,0,1
-1,0.073529412,-1,-4,0.14025531,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.303571429,-1,-3,0.333333333,-1,1,-2,-1,1,0
-1,0.117647059,-2,-3,0.057169583,-2,-2,1,-1,-2,0,-2,0.035714286,-1,-1,0,-2,0,-2,-1,0,0
-1,0.205882353,-2,-7,0.053207879,-2,-2,1,-4,-1,0.666666667,-1,0.5,-1,-1,0,-2,0,-1,-1,1,1
-1,0.117647059,-1,-3,0.109827226,-2,-1,0.666666667,-1,-1,0.666666667,-2,0.732142857,-1,-1,0.333333333,-1,0,-2,-1,1,1
-1,0.117647059,-1,-1,0.007428194,-2,-3,1,-2,-1,0.666666667,-1,0.696428571,-1,-1,1,-2,0,-1,-1,1,0
-2,0.294117647,-3,-4,0.094365577,-1,-2,1,-2,-1,1,-4,0.410714286,-1,-3,0.333333333,-1,0,-1,-1,1,0
-3,0.25,-2,-6,0.072741279,-4,-1,1,-2,-1,1,-1,0.303571429,-2,-1,0,-2,0,-2,-1,1,0
-2,0.294117647,-2,-4,0.135798393,-2,-2,0.666666667,-2,-1,1,-2,0.017857143,-1,-3,0,-2,0,-1,-1,0,1
-1,0.294117647,-5,-9,0.060966215,-1,-1,1,-1,-1,0.666666667,-4,0.375,-3,-1,0,-3,0,-1,-1,1,1
-2,0.029411765,-5,-4,0.037471113,-5,-5,0,-2,-1,0,-2,0.232142857,-3,-1,0,-2,0,-2,-1,1,1
-1,0.294117647,-2,-4,0.065588203,-2,-3,1,-2,-1,1,-4,0.071428571,-1,-3,0.333333333,-1,0,-2,-1,0,1
-2,0.294117647,-4,-6,0.219599428,-2,-2,0,-1,-1,1,-1,0.303571429,-1,-1,0.666666667,-2,0,-1,-1,1,1
-3,0.205882353,-1,-4,0.138934742,-2,-3,0.333333333,-1,-1,0.333333333,-2,0.214285714,-2,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.294117647,-3,-6,0.198800484,-2,-2,0,-1,-1,0.333333333,-3,0.232142857,-1,-2,0,-1,0,-2,-1,1,0
-2,0.044117647,-2,-1,0.11439419,-2,-5,0,-2,-2,0,-1,0.464285714,-1,-1,0,-1,0,-2,-1,1,0
-2,0.073529412,-2,-3,0.036755805,-2,-2,1,-2,-1,0,-2,0.196428571,-1,-1,0,-1,0,-2,-1,1,1
-2,0.294117647,-5,-2,0.087322549,-2,-3,1,-2,-1,1,-3,0.267857143,-2,-2,0,-2,0,-2,-1,1,1
-3,0.470588235,-2,-3,0.170518323,-2,-2,1,-2,-1,0.333333333,-4,0.160714286,-1,-1,0,-3,0,-1,-1,1,1
-4,0.088235294,-2,-3,0.056399252,-2,-5,1,-2,-1,0.333333333,-2,0.071428571,-1,-1,0,-1,0,-2,-1,0,0
-1,0.294117647,-5,-3,0.141850996,-3,-2,1,-1,-1,1,-1,0.053571429,-3,-1,0,-1,0,-1,-1,0,0
-3,0.294117647,-1,-6,0.235281171,-2,-2,0.666666667,-1,-1,0.333333333,-1,0.982142857,-1,-1,0,-3,0,-1,-1,1,0
-2,0.470588235,-2,-1,0.133212281,-5,-2,1,-2,-3,1,-3,0.553571429,-1,-2,0,-1,0,-2,-1,1,1
-3,0.205882353,-2,-1,0.099097612,-2,-5,1,-1,-1,0,-1,0.25,-1,-1,0,-1,0,-2,-1,1,0
-3,0.161764706,-2,-5,0.057774843,-1,-1,1,-1,-1,1,-3,0.464285714,-2,-2,0,-1,1,-2,-1,1,0
-1,0.117647059,-2,-7,0.027016617,-5,-4,1,-2,-1,0.666666667,-2,0.053571429,-1,-1,0,-1,0,-2,-1,0,1
-4,0.088235294,-2,-4,0.054473424,-5,-1,0,-2,-1,1,-3,0.517857143,-1,-2,0,-2,1,-2,-1,1,1
-1,0.25,-2,-1,0.170958512,-4,-5,1,-2,-1,0.333333333,-4,0.178571429,-2,-1,0,-1,0,-2,-1,1,0
-1,0.294117647,-5,-5,0.186090019,-2,-2,0,-2,-2,1,-4,0.053571429,-2,-3,0,-1,0,-2,-2,0,0
-3,0.205882353,-3,-3,0.085726863,-2,-3,1,-2,-1,0,-1,0.053571429,-1,-1,0,-1,0,-2,-1,0,1
-2,0.647058824,-4,-6,0.657752834,-1,-2,0.333333333,-1,-1,0.333333333,-4,0.517857143,-2,-1,0,-3,0,-1,-1,1,0
-2,0.823529412,-3,-1,0.490095741,-1,-2,0.333333333,-1,-1,0.333333333,-3,0.142857143,-1,-2,0,-3,0,-2,-1,1,0
-1,0.029411765,-1,-4,0.18851106,-2,-2,0,-1,-1,0.666666667,-1,0.321428571,-1,-3,0.666666667,-1,1,-2,-1,1,0
-2,0.382352941,-2,-3,0.1755805,-5,-2,0.333333333,-2,-3,1,-4,0.035714286,-1,-3,0,-1,0,-2,-1,0,1
-3,0.117647059,-2,-4,0.021459227,-2,-2,1,-3,-1,0.333333333,-1,0.535714286,-1,-1,0,-2,0,-2,-1,1,0
-2,0.25,-1,-6,0.187190492,-2,-3,0.333333333,-1,-1,0.666666667,-2,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-1,-4,0.070430285,-2,-2,0.666666667,-1,-1,0.333333333,-2,0.232142857,-2,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.647058824,-2,-6,0.201606691,-1,-2,1,-3,-1,0.333333333,-1,0.339285714,-2,-1,0,-1,0,-2,-1,1,1
-1,0.117647059,-2,-3,0.088478046,-2,-5,1,-2,-1,0,-4,0.053571429,-1,-3,0,-1,0,-2,-1,0,0
-1,0.205882353,-2,-1,0.129305601,-2,-2,1,-1,-1,1,-3,0.821428571,-1,-2,0.333333333,-1,0,-2,-1,1,1
-3,0.161764706,-2,-1,0.095135908,-1,-1,1,-1,-1,0.333333333,-4,0.285714286,-1,-1,0,-1,0,-2,-1,1,0
-4,0.029411765,-2,-3,0.10267415,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.392857143,-1,-1,0,-1,0,-1,-1,1,0
-2,0.073529412,-5,-4,0.065313085,-5,-3,0.333333333,-1,-1,0.666666667,-3,0.178571429,-1,-1,0,-1,0,-2,-1,1,1
-3,0.558823529,-1,-3,0.208649719,-3,-2,1,-1,-1,1,-1,0.303571429,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.073529412,-2,-2,0.197094751,-1,-1,0,-1,-1,1,-1,0.803571429,-1,-1,0,-2,0,-2,-1,1,0
-1,0.294117647,-2,-1,0.187630681,-2,-2,0.333333333,-2,-1,1,-4,0.160714286,-1,-1,0,-1,0,-2,-1,1,0
-1,0.205882353,-5,-3,0.071695829,-2,-2,1,-1,-1,0.666666667,-4,0.446428571,-2,-1,0,-1,0,-2,-1,1,1
-2,0.161764706,-2,-1,0.06569825,-1,-5,1,-1,-1,0,-2,0.071428571,-1,-1,0,-1,0,-2,-1,0,0
-3,0.073529412,-2,-3,0.095190932,-2,-5,0.333333333,-2,-3,0.333333333,-4,0,-1,-3,0.333333333,-1,0,-2,-1,0,1
-2,0.294117647,-2,-4,0.060801144,-2,-5,0.666666667,-2,-1,1,-4,0.107142857,-1,-1,0,-2,0,-1,-1,1,1
-3,0.117647059,-2,-2,0.062892044,-2,-1,1,-1,-1,1,-2,0.5,-2,-1,0.666666667,-1,1,-1,-1,1,0
-3,0.294117647,-2,-1,0.061956641,-3,-3,1,-2,-1,0,-4,0.160714286,-1,-1,0,-1,0,-2,-1,1,0
-3,0.823529412,-3,-1,0.847529438,-2,-3,0.333333333,-1,-1,1,-4,0.035714286,-1,-1,0.333333333,-1,0,-1,-1,0,0
-3,0.117647059,-2,-1,0.06839441,-2,-5,1,-2,-1,0.666666667,-4,0.267857143,-1,-1,0,-1,1,-2,-1,1,0
-1,0.558823529,-3,-1,0.22669748,-2,-3,0.666666667,-1,-1,0.333333333,-2,0.125,-2,-1,0.333333333,-1,1,-1,-1,1,1
-1,0.205882353,-2,-2,0.02751183,-2,-4,1,-2,-1,0,-1,0.142857143,-1,-1,0,-4,0,-2,-1,1,1
-2,0.161764706,-2,-8,0.058215032,-2,-1,1,-1,-1,1,-4,0.339285714,-1,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.161764706,-2,-2,0.240618466,-5,-2,0.666666667,-1,-1,0.333333333,-2,0.375,-1,-1,0,-3,0,-1,-1,1,1
-3,0.294117647,-1,-1,0.08809288,-2,-3,1,-4,-2,0.333333333,-4,0.25,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.205882353,-1,-1,0.089688566,-2,-3,1,-4,-1,0,-2,0.232142857,-1,-1,0.333333333,-3,0,-1,-1,1,0
-3,0.470588235,-3,-6,0.425332893,-1,-5,1,-1,-1,1,-4,0.142857143,-1,-3,0.333333333,-1,0,-1,-1,1,1
-1,0.382352941,-4,-3,0.23841752,-2,-2,0.333333333,-3,-2,0.333333333,-1,0.232142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.117647059,-2,-4,0.062506878,-3,-2,0.333333333,-2,-1,0.333333333,-2,0.125,-1,-1,0,-1,0,-2,-1,1,1
-4,0.294117647,-2,-4,0.038351491,-2,-3,1,-1,-1,0.666666667,-3,0.339285714,-2,-2,0,-1,1,-2,-1,1,1
-1,0.117647059,-2,-2,0.023880269,-2,-2,1,-1,-1,1,-4,0.375,-1,-3,0,-2,1,-2,-1,1,1
-1,0.647058824,-2,-2,0.397600968,-2,-3,1,-1,-1,0,-3,0.553571429,-1,-2,0,-3,0,-1,-1,1,0
-2,0.117647059,-2,-3,0.09199956,-2,-2,1,-1,-1,0.333333333,-2,0.321428571,-1,-1,0,-2,0,-2,-1,1,1
-1,0.294117647,-2,-4,0.112963574,-2,-1,1,-1,-3,0,-1,0.464285714,-1,-1,0,-1,0,-2,-1,1,1
-2,0.470588235,-3,-4,0.431165401,-5,-1,0.333333333,-1,-1,1,-4,0.410714286,-1,-1,1,-3,0,-1,-1,1,1
-3,0.294117647,-1,-5,0.115329592,-2,-3,1,-1,-1,0.666666667,-4,0.285714286,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.147058824,-2,-4,0.204853087,-2,-4,0,-1,-1,1,-3,0.053571429,-1,-2,0,-1,0,-2,-1,0,0
-2,0.117647059,-2,-4,0.035105095,-2,-1,1,-1,-1,1,-4,0.392857143,-2,-1,0,-2,1,-2,-1,1,1
-3,0.647058824,-2,-1,0.548695939,-1,-3,1,-1,-1,0.666666667,-4,0.321428571,-3,-1,0,-1,0,-1,-1,1,0
-2,0.382352941,-4,-6,0.218498955,-2,-2,0.333333333,-2,-1,0,-4,0.160714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.205882353,-1,-3,0.336249587,-2,-1,0.333333333,-1,-1,0,-3,0.392857143,-1,-1,0,-1,0,-1,-1,1,0
-4,0.117647059,-2,-1,0.057609772,-2,-2,0.666666667,-4,-1,1,-1,0.071428571,-1,-3,0,-1,0,-2,-1,0,0
-1,0.117647059,-2,-4,0.035765379,-1,-2,1,-4,-1,0.333333333,-4,0.071428571,-1,-1,0,-1,0,-2,-1,0,1
-3,0.25,-2,-3,0.109552107,-2,-1,1,-1,-1,0.333333333,-1,0.553571429,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.029411765,-3,-3,0.044018928,-2,-4,1,-1,-1,0,-2,0.285714286,-3,-1,0.333333333,-3,0,-1,-1,1,0
-4,0.029411765,-1,-2,0.043853857,-2,-2,0.333333333,-2,-1,1,-2,0.553571429,-1,-1,0,-2,0,-2,-1,1,0
-3,0.294117647,-1,-9,0.333663475,-2,-4,1,-1,-3,0.333333333,-3,0.142857143,-2,-1,0.333333333,-3,0,-1,-1,1,0
-2,0.382352941,-5,-3,0.178606801,-4,-2,1,-1,-1,0.333333333,-4,0.267857143,-3,-1,0,-1,1,-1,-1,1,0
-3,0.647058824,-5,-6,0.184824475,-2,-2,0,-2,-1,0,-1,0.142857143,-3,-1,0,-1,0,-2,-1,1,0
-1,0.117647059,-1,-4,0.252723671,-2,-1,0.666666667,-1,-3,1,-2,0.428571429,-1,-3,0.333333333,-1,0,-1,-1,1,1
-4,0.382352941,-1,-1,0.152250468,-2,-1,1,-1,-1,1,-2,0.5,-1,-1,0,-1,0,-2,-1,1,0
-3,0.294117647,-1,-6,0.213987014,-5,-2,0.666666667,-1,-1,0.666666667,-2,0.142857143,-1,-1,0.333333333,-2,0,-1,-1,1,0
-3,0.470588235,-2,-6,0.302189942,-5,-3,0.333333333,-1,-1,0.333333333,-4,0.214285714,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.823529412,-2,-4,0.556619346,-2,-1,0.333333333,-1,-1,1,-2,0.410714286,-1,-1,0,-3,0,-1,-1,1,0
-3,0.029411765,-1,-4,0.100693298,-3,-2,0,-4,-1,0.333333333,-4,0.089285714,-1,-1,0,-1,0,-2,-1,0,0
-3,0.25,-3,-6,0.128205128,-3,-5,1,-1,-1,0.333333333,-1,0.392857143,-2,-1,0,-2,1,-2,-1,1,1
-3,0.382352941,-1,-1,0.235501266,-2,-3,1,-2,-1,1,-4,0.125,-1,-3,0,-3,0,-1,-1,1,0
-3,0.294117647,-1,-3,0.269615935,-2,-1,1,-1,-1,1,-4,0.25,-1,-1,0,-1,0,-1,-1,1,0
-2,1,-2,-1,0.294101464,-5,-2,0.333333333,-4,-1,0.333333333,-4,0.089285714,-1,-1,0,-1,0,-2,-1,0,1
-1,0.294117647,-2,-1,0.117420491,-2,-1,1,-1,-1,1,-1,0.803571429,-2,-3,0,-2,0,-2,-1,1,0
-3,0.205882353,-2,-1,0.066193463,-2,-5,0.666666667,-2,-1,0,-1,0.125,-1,-1,0,-1,0,-2,-1,1,0
-3,0.029411765,-2,-2,0.070870474,-2,-5,0,-2,-1,0.333333333,-3,0.660714286,-1,-1,0,-1,0,-2,-1,1,0
-3,0.117647059,-2,-1,0.111643006,-1,-2,1,-1,-1,1,-3,0.321428571,-1,-2,0,-1,0,-1,-1,1,0
-3,0.161764706,-3,-1,0.067569055,-2,-2,1,-4,-1,0.666666667,-1,0.25,-2,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-1,-1,0.267029823,-2,-5,0.666666667,-4,-1,0.666666667,-3,0.5,-1,-2,0.666666667,-1,0,-1,-1,1,0
-2,0.470588235,-3,-6,0.528612303,-5,-3,0,-1,-1,0.666666667,-2,0.214285714,-1,-1,0.333333333,-2,1,-1,-1,1,0
-3,0.823529412,-2,-4,0.345383515,-1,-2,1,-1,-1,1,-3,0.267857143,-1,-2,0,-1,1,-1,-1,1,0
-4,0.088235294,-1,-1,0.060360955,-1,-3,1,-1,-1,0.333333333,-2,0.142857143,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.470588235,-3,-4,0.1437218,-5,-1,1,-1,-1,0.666666667,-3,0.196428571,-1,-2,0,-1,0,-2,-1,1,0
-3,0.073529412,-2,-1,0.137724221,-5,-1,0.666666667,-1,-3,1,-4,0.285714286,-1,-1,0,-1,0,-1,-1,1,0
-1,0.117647059,-2,-4,0.187135468,-4,-2,0,-1,-1,0.666666667,-2,0.214285714,-1,-1,0,-1,1,-2,-1,1,0
-1,0.161764706,-1,-3,0.039892154,-2,-2,0.333333333,-3,-1,0.666666667,-2,0.107142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.161764706,-2,-8,0.131011335,-5,-2,0.666666667,-2,-1,0.333333333,-1,0.107142857,-1,-1,0,-2,0,-2,-1,1,0
-2,0.294117647,-2,-1,0.145592605,-5,-5,0.333333333,-1,-1,0,-4,0.178571429,-1,-1,0,-1,0,-2,-1,1,0
-1,0.029411765,-1,-4,0.245735666,-1,-5,0,-1,-1,0.666666667,-1,0.446428571,-1,-1,0.333333333,-2,1,-2,-1,1,0
-3,0.294117647,-2,-1,0.111918125,-2,-3,1,-1,-1,0.333333333,-4,0.160714286,-1,-1,0,-1,0,-1,-1,1,0
-3,0.029411765,-2,-5,0.054253329,-3,-2,0.333333333,-1,-1,1,-2,0.553571429,-1,-3,0,-1,0,-2,-1,1,0
-2,0.117647059,-2,-1,0.046935182,-2,-3,1,-1,-2,0.666666667,-1,0.178571429,-1,-1,0.333333333,-1,0,-2,-2,1,0
-3,0.117647059,-1,-4,0.037195994,-2,-4,0,-2,-1,0.333333333,-2,0.339285714,-1,-1,0,-4,0,-2,-1,1,0
-3,0.205882353,-1,-1,0.085286673,-2,-2,1,-1,-1,0.333333333,-4,0.089285714,-1,-1,0.333333333,-1,0,-2,-1,0,0
-4,0.161764706,-2,-2,0.091064158,-2,-1,1,-1,-1,1,-4,0.375,-1,-3,0,-3,0,-1,-1,1,0
-3,0.117647059,-2,-3,0.048035655,-3,-2,1,-2,-1,1,-4,0.178571429,-1,-3,0,-2,0,-2,-1,1,1
-1,0.647058824,-1,-5,0.334598878,-2,-1,1,-1,-1,1,-3,0.482142857,-1,-2,0.333333333,-1,0,-1,-1,1,1
-4,0.294117647,-2,-1,0.062011665,-5,-1,1,-2,-1,0.333333333,-3,0.5,-1,-2,0,-1,0,-1,-1,1,0
-2,0.382352941,-3,-6,0.123968306,-5,-1,1,-1,-1,0.333333333,-2,0.392857143,-3,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.338235294,-2,-6,0.125343898,-2,-5,1,-2,-1,0,-2,0.232142857,-1,-1,0,-1,1,-1,-1,1,0
-3,0.161764706,-2,-4,0.279190052,-3,-1,0,-2,-1,1,-3,0.285714286,-1,-2,0,-1,0,-2,-1,1,0
-2,0.647058824,-2,-4,0.347199296,-5,-3,0.666666667,-1,-1,0.333333333,-2,0.089285714,-1,-1,0,-1,0,-2,-1,0,1
-2,0.117647059,-4,-3,0.149609332,-2,-5,1,-2,-1,0.666666667,-2,0.107142857,-1,-3,0.333333333,-1,0,-2,-1,1,1
-2,0.073529412,-2,-1,0.052602619,-2,-1,1,-2,-1,1,-1,0.107142857,-1,-1,0,-1,0,-2,-1,1,0
-2,0.073529412,-2,-1,0.102784197,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.321428571,-1,-1,0,-2,1,-2,-1,1,0
-3,0.205882353,-1,-1,0.020853967,-3,-1,1,-1,-1,0.666666667,-2,0.232142857,-2,-1,0.333333333,-3,0,-1,-1,1,0
-1,0.029411765,-5,-2,0.05216243,-2,-1,1,-2,-1,1,-3,0.285714286,-1,-2,0,-1,0,-2,-1,1,1
-3,0.25,-2,-5,0.122482668,-1,-1,1,-1,-1,1,-1,0.482142857,-1,-1,0,-3,0,-1,-1,1,0
-1,0.073529412,-1,-1,0.04886101,-2,-2,1,-1,-1,1,-1,0.107142857,-1,-1,0.333333333,-2,0,-2,-1,1,0
-2,0.823529412,-2,-4,0.758060966,-2,-3,1,-1,-1,0.333333333,-3,0.142857143,-1,-1,0,-3,0,-1,-1,1,1
-3,0.382352941,-1,-5,0.404203808,-1,-1,0,-1,-1,1,-4,0.785714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.382352941,-1,-1,0.155551887,-1,-1,0.666666667,-1,-1,0.333333333,-4,0.375,-1,-1,0.333333333,-1,1,-1,-1,1,0
-3,0.205882353,-2,-1,0.069054694,-2,-2,1,-1,-1,0.333333333,-3,0.232142857,-1,-2,0,-3,0,-1,-1,1,0
-4,0.294117647,-1,-1,0.159458567,-1,-2,0.666666667,-1,-1,0.333333333,-4,0.214285714,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.235294118,-4,-5,0.324529548,-5,-1,0.666666667,-4,-1,1,-4,0.214285714,-2,-1,0.333333333,-1,0,-1,-1,1,0
-4,0.073529412,-4,-1,0.059810719,-2,-5,1,-1,-1,0.333333333,-4,0.267857143,-1,-1,0.333333333,-3,0,-1,-1,1,1
-2,0.029411765,-5,-2,0.01006933,-4,-5,1,-2,-1,0.333333333,-2,0.089285714,-2,-3,0,-1,1,-2,-1,0,1
-1,0.117647059,-2,-4,0.05381314,-2,-2,1,-2,-1,0.333333333,-1,0.089285714,-1,-1,0,-2,0,-2,-1,0,1
-2,0.073529412,-2,-1,0.029712776,-3,-2,1,-2,-1,0.666666667,-1,0.839285714,-1,-1,0,-2,0,-2,-1,1,0
-3,0.338235294,-2,-4,0.127654892,-2,-2,0.666666667,-2,-1,0.666666667,-1,0.035714286,-1,-3,0,-1,0,-2,-1,0,1
-3,0.029411765,-1,-4,0,-4,-2,0.333333333,-2,-1,0.333333333,-1,0.392857143,-2,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.161764706,-1,-1,0.058655222,-3,-2,0.333333333,-4,-1,0.333333333,-2,0.5,-1,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.205882353,-2,-1,0.089798613,-2,-2,1,-2,-1,1,-4,0.107142857,-2,-3,0.333333333,-1,0,-2,-1,1,1
-2,0.647058824,-5,-6,0.339275889,-2,-1,1,-2,-1,0.666666667,-3,0.714285714,-1,-3,0,-1,0,-2,-1,1,1
-4,0.294117647,-1,-6,0.056399252,-4,-2,0.333333333,-3,-1,1,-1,0.303571429,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.294117647,-3,-1,0.338560581,-2,-5,0,-1,-1,0.333333333,-4,0.25,-1,-1,0,-1,0,-2,-1,1,0
-1,0.294117647,-2,-1,0.095576098,-2,-2,0.333333333,-1,-1,1,-1,0.035714286,-1,-3,0,-2,1,-2,-1,0,1
-2,0.058823529,-2,-1,0.028062067,-2,-3,1,-2,-2,0.333333333,-1,0.446428571,-1,-1,0,-2,0,-2,-1,1,0
-3,0.294117647,-2,-5,0.129470672,-4,-2,0.333333333,-2,-1,1,-4,0.160714286,-1,-3,0,-1,0,-1,-1,1,0
-3,0,-1,-4,0.172224056,-2,-3,0,-2,-1,0,-1,0.321428571,-1,-1,0,-1,1,-2,-1,1,0
-2,0.470588235,-5,-7,0.205788489,-1,-5,0.666666667,-2,-1,0.333333333,-3,0.178571429,-2,-1,0,-4,0,-2,-1,1,0
-2,0.294117647,-2,-5,0.622317597,-2,-2,0,-2,-1,1,-4,0.071428571,-1,-3,0.333333333,-3,0,-2,-1,0,1
-1,0.205882353,-2,-4,0.227247717,-5,-2,0.666666667,-1,-1,1,-4,0.285714286,-1,-1,0,-2,1,-1,-1,1,0
-3,0.029411765,-1,-4,0.358259051,-2,-3,0,-1,-1,0.666666667,-3,0.464285714,-1,-1,0.333333333,-3,1,-1,-1,1,0
-2,0.382352941,-4,-6,0.221745351,-5,-2,1,-2,-1,1,-4,0.125,-1,-3,0.333333333,-2,0,-2,-1,1,1
-1,0.294117647,-5,-4,0.114174095,-5,-3,0.333333333,-1,-1,0.666666667,-4,0.232142857,-2,-1,0,-1,0,-2,-1,1,0
-2,0.088235294,-5,-1,0.043908881,-2,-2,1,-1,-1,1,-1,0.071428571,-3,-1,0,-2,0,-2,-1,0,0
-3,0.25,-2,-1,0.160118851,-1,-1,1,-1,-1,0.666666667,-2,0.392857143,-1,-1,0,-1,0,-1,-1,1,0
-1,0.294117647,-5,-3,0.122867833,-3,-2,1,-1,-1,1,-1,0.053571429,-3,-1,0,-1,0,-1,-1,0,0
-1,0.514705882,-1,-3,0.766424563,-1,-3,1,-1,-1,1,-2,0.196428571,-1,-1,0.333333333,-3,0,-1,-1,1,0
-1,0.132352941,-1,-6,0.085121602,-2,-5,0.666666667,-1,-1,0,-2,0.160714286,-2,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.161764706,-2,-4,0.124408496,-2,-4,0,-2,-1,1,-4,0.071428571,-1,-3,0,-1,0,-2,-1,0,0
-1,0.117647059,-2,-4,0.056344228,-2,-5,0.666666667,-2,-1,0,-1,0.321428571,-1,-1,0,-2,0,-2,-1,1,1
-3,0.25,-2,-5,0.275008254,-1,-2,0,-1,-1,0.666666667,-4,0.125,-1,-1,0,-1,0,-2,-1,1,0
-3,0.161764706,-2,-5,0.152910752,-2,-3,0.333333333,-1,-1,0.333333333,-4,0.25,-1,-1,0,-1,0,-2,-1,1,0
-1,0.029411765,-2,-3,0.009794212,-2,-1,0.333333333,-2,-1,0,-2,0.535714286,-2,-1,0,-1,0,-1,-1,1,0
-1,0.205882353,-2,-4,0.039947177,-2,-5,0,-2,-1,0.333333333,-4,0.071428571,-1,-1,0,-2,0,-2,-1,0,1
-2,0.117647059,-2,-6,0.032518983,-5,-3,0.333333333,-2,-1,1,-1,0.071428571,-1,-3,0,-2,0,-2,-1,0,0
-3,0.382352941,-1,-1,0.303785628,-2,-3,1,-2,-1,0.333333333,-4,0.107142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.117647059,-3,-8,0.071805877,-4,-1,1,-1,-1,1,-3,0.642857143,-1,-2,0.333333333,-1,1,-2,-1,1,1
-1,0.294117647,-2,-4,0.056949488,-1,-3,1,-2,-1,1,-3,0.232142857,-1,-3,0,-1,0,-2,-1,1,1
-4,0.029411765,-1,-4,0.05771982,-2,-2,0,-1,-1,0,-1,0.982142857,-1,-1,0.666666667,-4,1,-2,-2,1,0
-4,0.161764706,-1,-1,0.056179157,-1,-2,0.666666667,-1,-1,1,-3,0.357142857,-1,-2,0.333333333,-1,0,-1,-1,1,1
